"grantID","acronym","title","startdate","enddate","callidentifier","ecsc39","funding_level_0","organization"
"312583","FASTPASS","A harmonized, modular reference system for all European automated border crossing points","2013-01-01","2017-03-31","FP7-SEC-2012-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"332987","ARROWHEAD","Arrowhead","2013-03-01","2017-02-28","ARTEMIS-2012-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"269335","MBAT","Combined Model-based Analysis and Testing of Embedded Systems","2011-11-01","2014-12-31","ARTEMIS-2010-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"212011","REACCESS","Risk of Energy Availability: Common Corridors for Europe Supply Security","2008-01-01","2010-12-31","FP7-ENERGY-2007-1-RTD","false","FP7","AIT Austrian Institute of Technology GmbH"
"609180","ECOSHOPPING","Energy efficient & Cost competitive retrofitting solutions for Shopping buildings","2013-09-01","2017-08-31","FP7-2013-NMP-ENV-EeB","false","FP7","AIT Austrian Institute of Technology GmbH"
"224274","GIGAS","GEOSS INSPIRE and GMES an Action in Support","2008-06-01","2010-05-31","FP7-ICT-2007-2","false","FP7","AIT Austrian Institute of Technology GmbH"
"269265","PSAFECER","pSafety Certification of Software-intensive Systems with Reusable Components","2011-04-01","2013-09-30","ARTEMIS-2010-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"284802","HIPOW","Protection of Critical Infrastructures against High Power Microwave Threats","2012-06-01","2016-01-31","FP7-SEC-2011-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"607577","ECOSSIAN","European Control System Security Incident Analysis Network","2014-06-01","2017-05-31","FP7-SEC-2013-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"314396","TRANSFORM","TRANSFORMation Agenda for Low Carbon Cities","2013-01-01","2015-06-30","FP7-ENERGY-SMARTCITIES-2012","false","FP7","AIT Austrian Institute of Technology GmbH"
"318621","TEAM","Tomorrow’s Elastic, Adaptive Mobility","2012-11-01","2016-10-31","FP7-ICT-2011-8","false","FP7","AIT Austrian Institute of Technology GmbH"
"246479","NAMDIATREAM","NANOTECHNOLOGICAL TOOLKITS FOR MULTI-MODAL DISEASE DIAGNOSTICS AND TREATMENT MONITORING","2010-07-01","2014-06-30","FP7-NMP-2009-LARGE-3","false","FP7","AIT Austrian Institute of Technology GmbH"
"295373","NSAFECER","nSafety Certification of Software-Intensive Systems with Reusable Components","2012-04-01","2015-03-31","ARTEMIS-2011-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"609687","ELECTRA","European Liaison on Electricity Committed Towards long-term Research Activities for Smart Grids.","2013-12-01","2018-02-28","FP7-ENERGY-2013-IRP","true","FP7","AIT Austrian Institute of Technology GmbH"
"100205","POLLUX","Process Oriented Electrical Control Units for Electrical Vehicles Developed on a Multi-system Real-time Embedded Platform","2010-03-01","2013-09-30","ARTEMIS-2009-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"216487","COMPANIONABLE","Integrated Cognitive Assistive and Domotic Companion Robotic Systems for Ability and Security","2008-01-01","2011-12-31","FP7-ICT-2007-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"219343","SMARTGRIDS ERA-NET","SmartGrids ERA-NET","2008-09-01","2014-02-28","FP7-ERANET-2007-RTD","false","FP7","AIT Austrian Institute of Technology GmbH"
"218795","GEOLAND2","geoland2 - towards an operational GMES Land Monitoring Core Service","2008-09-01","2012-12-31","FP7-SPACE-2007-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"261474","ENCCA","EUROPEAN NETWORK for CANCER research in CHILDREN and ADOLESCENTS","2011-01-01","2015-12-31","FP7-HEALTH-2010-single-stage","true","FP7","AIT Austrian Institute of Technology GmbH"
"609788","CHEETAH","Cost-reduction through material optimisation and Higher EnErgy outpuT of solAr pHotovoltaic modules - joining Europe’s Research and Development efforts in support of its PV industry","2014-01-01","2017-12-31","FP7-ENERGY-2013-IRP","true","FP7","AIT Austrian Institute of Technology GmbH"
"332830","CRYSTAL","Critical System Engineering Acceleration","2013-05-01","2016-07-31","ARTEMIS-2012-1","false","FP7","AIT Austrian Institute of Technology GmbH"
"310584","NANOREG","A common European approach to the regulatory testing of nanomaterials","2013-03-01","2017-02-28","FP7-NMP-2012-LARGE-6","false","FP7","AIT Austrian Institute of Technology GmbH"
"609507","ERA-CAN PLUS","European Research Area - Canada for Science, Technology and Innovation Partnership","2013-10-01","2016-09-30","FP7-INCO-2013-2","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"613236","EQUIP","EU-India Platform for the Social Sciences and Humanities","2014-05-01","2017-04-30","FP7-SSH-2013-2","true","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"603518","SUSTAIN EU-ASEAN","SUSTAIN EU-ASEAN: Sustain and enhance cooperation on sustainable development between Europe and Southeast Asia","2013-06-01","2016-10-31","FP7-ENV-2013-one-stage","true","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"609535","INDIGO POLICY","Support for the advancement of policy cooperation between India and Europe in Research and Innovation","2013-11-01","2017-04-30","FP7-INCO-2013-2","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"312902","SOCIENTIZE","Society as infrastructure for e-science via technology, innovation and creativity","2012-10-01","2014-09-30","FP7-INFRASTRUCTURES-2012-1","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"612096","CAP4ACCESS","Collective Awareness Platforms for Improving Accessibility in European Cities  Regions","2014-01-01","2016-12-31","FP7-ICT-2013-10","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"609515","INNO INDIGO","Innovation driven Initiative for the Development and Integration of Indian and European Research","2013-11-01","2017-04-30","FP7-INCO-2013-3","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"619619","EMPLOYID","Scalable  cost-effective facilitation of professional identity transformation in public employment services","2014-02-01","2018-04-30","FP7-ICT-2013-11","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"311839","BILAT-UKR*AINA","Enhancing the BILATeral S&T Partnership with UKRraine * Advanced INnovative Approach","2012-09-01","2015-06-30","FP7-INCO-2012-2","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"290705","VERA","Forward Visions on the European Research Area","2012-02-01","2015-01-31","FP7-SSH-2011-3","true","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"320209","MIRRIS","Mobilizing institutional reforms for better R&I systems/institutions in Europe","2013-07-01","2016-06-30","FP7-SSH-2012-2","true","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"609585","JEUPISTE","Japan-EU Partnership in Innovation, Science and TEchnology","2013-09-01","2017-02-28","FP7-INCO-2013-2","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"603805","DANCERS","DANube macroregion: Capacity building and Excellence in River Systems (basin, delta and sea)","2013-06-01","2015-05-31","FP7-ENV-2013-one-stage","true","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"612113","CASI","Public Participation in Developing a Common Framework for Assessment and Management of Sustainable Innovation","2014-01-01","2017-06-30","FP7-SCIENCE-IN-SOCIETY-2013-1","true","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"290575","NANOPINION","Monitoring public opinion on Nanotechnology in Europe","2012-05-01","2014-10-31","FP7-NMP-2011-CSA-5","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"609532","ENER2I","ENER2I (ENErgy Research to Innovation): Reinforcing cooperation with ENP countries on bridging the gap between energy research and energy innovation","2013-10-01","2016-09-30","FP7-INCO-2013-9","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"608740","NMP-DELA","NANOSCIENCES, NANOTECHNOLOGIES, MATERIALS AND NEW PRODUCTION TECHNOLOGIES DEPLOYMENT IN LATIN AMERICAN COUNTRIES","2013-09-01","2015-08-31","FP7-NMP-2013-CSA-7","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"609497","DANUBE-INCO.NET","Danube Region INCO-NET","2014-01-01","2017-06-30","FP7-INCO-2013-1","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"311806","CAAST-NET PLUS","Advancing SSA-EU cooperation in research and innovation for global challenges","2013-01-01","2017-12-31","FP7-INCO-2012-1","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"311836","BILAT-RUS-ADVANCED","Advancement of the bilateral Partnership in scientific Research and Innovation with the Russian Federation","2012-11-01","2015-10-31","FP7-INCO-2012-2","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"609528","INCONET EAP","STI International Cooperation Network for Eastern Partnership Countries","2013-09-01","2016-12-31","FP7-INCO-2013-1","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"609508","INCONET CA","STI International Cooperation Network for Central Asian Countries","2013-09-11","2016-09-10","FP7-INCO-2013-1","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"311784","SEA-EU-NET II","SEA-EU-NET 2 -  EU-ASEAN S&T cooperation to jointly tackle societal challenges","2012-10-01","2017-04-30","FP7-INCO-2012-1","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"311953","ALCUE NET","Latin America, Caribbean and European Union Network on Research and Innovation","2012-12-01","2017-11-30","FP7-INCO-2012-1","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"609556","ERA.NET RUS PLUS","Further linking Russia to the ERA: Coordination of MS/ AC S&T programmes towards and with Russia","2013-11-01","2018-10-31","FP7-INCO-2013-3","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"612870","SI-DRIVE","Social Innovation: Driving Force of Social Change","2014-01-01","2017-12-31","FP7-SSH-2013-1","true","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"212029","WBC-INCO.NET","Western Balkan Countries INCO-NET","2008-01-01","2014-04-30","FP7-INCO-2007-1","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"612393","RRI TOOLS","RRI TOOLS, a project to foster Responsible Research and Innovation for society, with society.","2014-01-01","2016-12-31","FP7-SCIENCE-IN-SOCIETY-2013-1","true","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"231590","INTELLEO","Intelligent Learning Extended Organisation","2009-02-01","2012-01-31","FP7-ICT-2007-3","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
"231913","STELLAR","Sustaining Technology Enhanced Learning Large-scale multidisciplinary Research","2009-02-01","2012-05-31","FP7-ICT-2007-3","false","FP7","ZENTRUM FUR SOZIALE INNOVATION GMBH"
